# 200  listings in All Downtown or All Midtown  																										
URI	Unit Type	Price	Status	Neighborhood	Level One Area	Level Two Area	Address	Unit	City	ZIP	State	Building	Sqft	Bedrooms	Baths	Total Rooms	Maintenance	Taxes	Created At	Closed At	Days on Market	Source	Listing Agent Names	Closing Price	Tax Abatement Type	Tax Abatement Expiration
http://streeteasy.com/rental/1506542	Rental Unit	3300	Current	Kips Bay	Manhattan	All Midtown	138 East 31st Street	#60	Manhattan	10016	NY	138 East 31st Street in Kips Bay		1	1	0			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506541	Rental Unit	2400	Current	Kips Bay	Manhattan	All Midtown	138 E 31ST ST.	#49	Manhattan	10016	NY	138 East 31st Street in Kips Bay		0	1	0			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506536	Rental Unit	2850	Current	Sutton Place	Manhattan	All Midtown	426 East 58th Street	#3A	Manhattan	10022	NY	426 East 58th Street in Sutton Place		2	2	0			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506534	Rental Unit	1800	Current	Kips Bay	Manhattan	All Midtown	143 E 30 ST.	#502	Manhattan	10016	NY	143 East 30th Street in Kips Bay		0	1	0			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506532	Rental Unit	1900	Current	Kips Bay	Manhattan	All Midtown	143 E 30 ST.	#504	Manhattan	10016	NY	143 East 30th Street in Kips Bay		0	1	0			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506533	Rental Unit	2200	Current	Kips Bay	Manhattan	All Midtown	143 E 30 ST.	#410	Manhattan	10016	NY	143 East 30th Street in Kips Bay		0	1	0			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506530	Rental Unit	2050	Current	Midtown West	Manhattan	All Midtown	534 West 50th Street	#1C	Manhattan	10019	NY	534 West 50th Street in Midtown West		1	1	0			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506528	Rental Unit	2600	Current	Midtown West	Manhattan	All Midtown	534 West 50th Street	#3C	Manhattan	10019	NY	534 West 50th Street in Midtown West		2	1	4			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506526	Rental Unit	2200	Current	Midtown West	Manhattan	All Midtown	529 W 48th Street	#17	Manhattan	10036	NY	529 West 48th Street in Midtown West		1	1	0			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506527	Rental Unit	2800	Current	Midtown West	Manhattan	All Midtown	534 West 50th Street	#5B	Manhattan	10019	NY	534 West 50th Street in Midtown West		0	1	0			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506525	Rental Unit	2200	Current	Midtown West	Manhattan	All Midtown	529 W 48th Street	#9	Manhattan	10036	NY	529 West 48th Street in Midtown West		1	1	0			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506522	Rental Unit	2800	Current	Lower East Side	Manhattan	All Downtown	170 DELANCEY ST.	#16	Manhattan	10002	NY	170 Delancey Street in Lower East Side		2	2	0			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506520	Rental Unit	2800	Current	Lower East Side	Manhattan	All Downtown	170 DELANCEY ST.	#19	Manhattan	10002	NY	170 Delancey Street in Lower East Side		2	1	0			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506521	Rental Unit	2800	Current	Lower East Side	Manhattan	All Downtown	170 DELANCEY ST.	#18	Manhattan	10002	NY	170 Delancey Street in Lower East Side		2	1	0			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506515	Rental Unit	2600	Current	Midtown West	Manhattan	All Midtown	534 West 50th Street	#2D	Manhattan	10019	NY	534 West 50th Street in Midtown West		2	1	0			9-Apr-15		0	GPS Realty NYC	Steven Oved and Julian Dixon			
http://streeteasy.com/rental/1506513	Rental Unit	2300	Current	Lower East Side	Manhattan	All Downtown	170 DELANCEY ST.	#10	Manhattan	10002	NY	170 Delancey Street in Lower East Side		0	1	0			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506514	Rental Unit	2850	Current	Midtown West	Manhattan	All Midtown	529 W 48th Street	#19	Manhattan	10036	NY	529 West 48th Street in Midtown West		2	1	0			9-Apr-15		0	GPS Realty NYC	Steven Oved			
http://streeteasy.com/rental/1506485	Co-op	1750	Current	Murray Hill	Manhattan	All Midtown	304 East 41st Street	#206A	Manhattan	10017	NY	304 East 41st Street in Murray Hill		0	1	0			9-Apr-15		0	Douglas Elliman	Cindy Gise			
http://streeteasy.com/rental/1506484	Rental Unit	3300	Current	West Village	Manhattan	All Downtown	31-33 Bedford Street 	#9	Manhattan	10014	NY	31 Bedford Street in West Village		1	1	4			9-Apr-15		0	Quality Living Realty	Felipe Kuffo C			
http://streeteasy.com/rental/1506480	Rental Unit	3300	Current	Chelsea	Manhattan	All Downtown	242 West 21st Street	#1B	Manhattan	10011	NY	242 West 21st Street in Chelsea		2	2	4			9-Apr-15		0	Oxford Property Group	Efi Blau			
http://streeteasy.com/rental/1506475	Rental Unit	4500	Current	Flatiron	Manhattan	All Downtown	31 Union Square West	#13D	Manhattan	10003	NY	Bank of the Metropolis at 31 Union Square West in Flatiron		1	1	3			9-Apr-15		0	Triumph Property Group	Anthony Celebrini and Lucilla Cirillo			
http://streeteasy.com/rental/1506476	Rental Unit	2700	Current	Financial District	Manhattan	All Downtown	90 West Street	#2U	Manhattan	10006	NY	West Street Building at 90 West Street in Financial District		0	1	2			9-Apr-15		0	Triumph Property Group	90 West Street Leasing Office			
http://streeteasy.com/rental/1506474	Rental Unit	4500	Current	Soho	Manhattan	All Downtown	29 King Street	#3B	Manhattan	10014	NY	29 King Street in Soho		1	1	2			9-Apr-15		0	Warburg	David C Salvatore			
http://streeteasy.com/rental/1506472	Rental Unit	5200	Current	Midtown South	Manhattan	All Midtown	400 Fifth Avenue	#36G	Manhattan	10018	NY	The Residences at 400 Fifth Avenue at 400 Fifth Avenue in Midtown South		1	1	3			9-Apr-15		0	212 Consulting Corp	Sonia Galliena		A4-421A	2021
http://streeteasy.com/rental/1506471	Rental Unit	3500	Current	Central Park South	Manhattan	All Midtown	100 Central Park South	#12F	Manhattan	10019	NY	Trump Parc East at 100 Central Park South in Central Park South		1	1	3.5			9-Apr-15		0	Trump	Michael Weiner			
http://streeteasy.com/rental/1506470	Rental Unit	2475	Current	Midtown West	Manhattan	All Midtown	393 West 49th Street	#4X	Manhattan	10019	NY	Three Worldwide Plaza at 393 West 49th Street in Midtown West	422	0	1	2			9-Apr-15		0	"Redac, Inc."	Marilyn Cohen			
http://streeteasy.com/rental/1506469	Rental Unit	3450	Current	Murray Hill	Manhattan	All Midtown	308 East 38th Street	#9F	Manhattan	10016	NY	The Montrose at 308 East 38th Street in Murray Hill	630	0	1	2			9-Apr-15		0	Park River	Montrose Leasing Office			
http://streeteasy.com/rental/1506467	Rental Unit	4600	Current	Gramercy Park	Manhattan	All Downtown	224 East 21st Street	#1E	Manhattan	10010	NY	224 East 21st Street in Gramercy Park		3	1	6			9-Apr-15		0	JM Preston	David Shapiro			
http://streeteasy.com/rental/1506465	Rental Unit	3395	Current	Midtown West	Manhattan	All Midtown	561 Tenth Avenue	#21A	Manhattan	10036	NY	The Victory at 561 Tenth Avenue in Midtown West		1	1	3			9-Apr-15		0	Fetner Properties	Rebecca Goldberg			
http://streeteasy.com/rental/1506463	Rental Unit	3560	Current	Midtown West	Manhattan	All Midtown	561 Tenth Avenue	#32E	Manhattan	10036	NY	The Victory at 561 Tenth Avenue in Midtown West	700	1	1	3.5			9-Apr-15		0	Fetner Properties	Rebecca Goldberg			
http://streeteasy.com/rental/1506462	Rental Unit	5490	Current	Midtown West	Manhattan	All Midtown	561 Tenth Avenue	#24D	Manhattan	10036	NY	The Victory at 561 Tenth Avenue in Midtown West		2	2	4.5			9-Apr-15		0	Fetner Properties	Rebecca Goldberg			
http://streeteasy.com/rental/1506461	Rental Unit	5390	Current	Midtown West	Manhattan	All Midtown	561 Tenth Avenue	#25J	Manhattan	10036	NY	The Victory at 561 Tenth Avenue in Midtown West		2	2	4.5			9-Apr-15		0	Fetner Properties	Rebecca Goldberg			
http://streeteasy.com/rental/1506457	Rental Unit	6200	Current	Battery Park City	Manhattan	All Downtown	200 Rector Place	#26E	Manhattan	10280	NY	Liberty Court at 200 Rector Place in Battery Park City		2	2	5.5			9-Apr-15		0	DJK Residential	Akm Mike Bhuiyan and Tashnin Rahman			
http://streeteasy.com/rental/1506456	Rental Unit	6500	Current	West Village	Manhattan	All Downtown	276 West 11th Street	#2	Manhattan	10014	NY	276 West 11th Street in West Village	1100	1	2	3.5			9-Apr-15		0	Avian Village Realty	Velvet Abashian			
http://streeteasy.com/rental/1506455	Rental Unit	3650	Current	Chelsea	Manhattan	All Downtown	222 West 15th Street	#2F	Manhattan	10011	NY	222 West 15th Street in Chelsea		1	1	3			9-Apr-15		0	Buchbinder & Warren	Anne Abbott			
http://streeteasy.com/rental/1506454	Townhouse	4200	Current	Lower East Side	Manhattan	All Downtown	176 Delancey St	#3F	Manhattan	10002	NY	176 Delancey Street in Lower East Side		3	1				9-Apr-15		0	Compass	Tami Earnest			
http://streeteasy.com/rental/1506453	Rental Unit	2902	Current	Financial District	Manhattan	All Downtown	10 Hanover Square	#23C	Manhattan	10005	NY	10 Hanover Square in Financial District		0	1				9-Apr-15		0	UDR	Daniel Gutin			
http://streeteasy.com/rental/1506452	Rental Unit	6000	Current	Midtown West	Manhattan	All Midtown	404 West 47th Street	#2	Manhattan	10036	NY	404 West 47th Street in Midtown West		3	2	0			9-Apr-15		0	Keller Williams NYC	Elizabeth Cho			
http://streeteasy.com/rental/1506440	Rental Unit	4590	Current	East Village	Manhattan	All Downtown	520 East 11th St	#26	Manhattan	10009	NY	520 East 11th Street in East Village		3	1	4			9-Apr-15		0	Majesty Management	David			
http://streeteasy.com/rental/1506437	Rental Unit	10000	Current	Tribeca	Manhattan	All Downtown	85 chambers	#4F	Manhattan	10007	NY	85 Chambers Street in Tribeca	2000	5	2				9-Apr-15		0	DYNY Inc	David Yarden			
http://streeteasy.com/rental/1506436	Rental Unit	4195	Current	Nolita	Manhattan	All Downtown	219 Mott Street	#5FN	Manhattan	10012	NY	219 Mott Street in Nolita		1	1				9-Apr-15		0	Bold New York	Rodney Washington and Travis Fiume			
http://streeteasy.com/rental/1506434	Townhouse	2050	Current	Kips Bay	Manhattan	All Midtown	217 E 29	#21	Manhattan	10016	NY	217 East 29th Street in Kips Bay		1	1	2			9-Apr-15		0	Best Apartments	Alex Andrejko			
http://streeteasy.com/rental/1506432	Rental Unit	1895	Current	East Village	Manhattan	All Downtown	225 E 5th	#APT2B	Manhattan	10003	NY	225 East 5th Street in East Village		0	1	2			9-Apr-15		0	FirstService Realty	Maxim Mitnik			
http://streeteasy.com/rental/1506431	Rental Unit	6495	Current	Greenwich Village	Manhattan	All Downtown	159 BLEECKER ST.	#44	Manhattan	10012	NY	159 Bleecker Street in Greenwich Village		3	2	0			9-Apr-15		0	Aventana	Mark Kim			
http://streeteasy.com/rental/1506426	Rental Unit	4250	Current	Midtown West	Manhattan	All Midtown	371 West 46th Street	#2	Manhattan	10036	NY	371 West 46th Street in Midtown West		3	1	4.5			9-Apr-15		0	Corcoran	Steve Millhollon			
http://streeteasy.com/rental/1506428	Rental Unit	4500	Current	West Village	Manhattan	All Downtown	27 COMMERCE ST	#1A	Manhattan	10014	NY	76 Bedford Street in West Village	510	2	1	4			9-Apr-15		0	Corcoran	Stephen Geller			
http://streeteasy.com/rental/1506425	Rental Unit	3950	Current	Midtown West	Manhattan	All Midtown	371 West 46th Street	#3	Manhattan	10036	NY	371 West 46th Street in Midtown West		1	1	3			9-Apr-15		0	Corcoran	Steve Millhollon			
http://streeteasy.com/rental/1506421	Rental Unit	6195	Current	West Chelsea	Manhattan	All Downtown	303 Tenth Avenue	#9A	Manhattan	10001	NY	Port 10 at 303 Tenth Avenue in West Chelsea	992	3	2				9-Apr-15		0	Atlantic Development Group LLC	Port 10 Leasing Office			
http://streeteasy.com/rental/1506417	Rental Unit	6000	Current	Fulton/Seaport	Manhattan	All Downtown	8 spruce street	#51J	Manhattan	10038	NY	New York by Gehry at 8 Spruce Street in Fulton/Seaport		1	1				9-Apr-15		0	Maison International	Luciana Menezes and Teruyo Takagi (Teri)			
http://streeteasy.com/rental/1506413	Rental Unit	2800	Current	Midtown South	Manhattan	All Midtown	271 Fifth Avenue	#3R	Manhattan	10016	NY	271 Fifth Avenue in Midtown South	800	1	1				9-Apr-15		0	Town Residential	Jimmy Brett and Alex Cheung			
http://streeteasy.com/rental/1506411	Rental Unit	3300	Current	Greenwich Village	Manhattan	All Downtown	55 West 8th Street	#5	Manhattan	10011	NY	55 West 8th Street in Greenwich Village	600	0	1				9-Apr-15		0	Town Residential	Arlene Sommer			
http://streeteasy.com/rental/1506410	Rental Unit	6695	Current	Midtown	Manhattan	All Midtown	271 West 47th Street 	#43A	Manhattan	10036	NY	The Biltmore at 271 West 47th Street in Midtown		2	2				9-Apr-15		0	The Jack Parker Corporation	The Biltmore Leasing Office			
http://streeteasy.com/rental/1506407	Rental Unit	2875	Current	Midtown	Manhattan	All Midtown	271 West 47th Street	#10K	Manhattan	10036	NY	The Biltmore at 271 West 47th Street in Midtown		0	1				9-Apr-15		0	The Jack Parker Corporation	The Biltmore Leasing Office			
http://streeteasy.com/rental/1506404	Rental Unit	2995	Current	Midtown	Manhattan	All Midtown	271 West 47th Street	#12G	Manhattan	10036	NY	The Biltmore at 271 West 47th Street in Midtown		0	1				9-Apr-15		0	The Jack Parker Corporation	The Biltmore Leasing Office			
http://streeteasy.com/rental/1506391	Multi-family	2500	Current	Chelsea	Manhattan	All Downtown	343 West 14th Street	#2FW	Manhattan	10014	NY	343 West 14th Street in Chelsea		0	1				9-Apr-15		0	Walter & Samuels Inc	"Gregory Postyn, John Antrim-Cashin and jschur@walter-samuels.com"			
http://streeteasy.com/rental/1506390	Rental Unit	4450	Current	East Village	Manhattan	All Downtown	402 East 12th Street	#04210	Manhattan	10009	NY	402 East 12th Street in East Village		2	2	5			9-Apr-15		0	Icon Realty Management	Zach Levine			
http://streeteasy.com/rental/1506387	Rental Unit	4450	Current	East Village	Manhattan	All Downtown	402 East 12th Street	#04209	Manhattan	10009	NY	402 East 12th Street in East Village		2	2	5			9-Apr-15		0	Icon Realty Management	Zach Levine			
http://streeteasy.com/rental/1506380	Rental Unit	2950	Current	Turtle Bay	Manhattan	All Midtown	234 East 50th Street	#2C	Manhattan	10022	NY	234 East 50th Street in Turtle Bay		2	1				9-Apr-15		0	Pink Stone Realty	Michael Segerman			
http://streeteasy.com/rental/1506379	Condo	4900	Current	East Village	Manhattan	All Downtown	235 East 5th Street	#5	Manhattan	10003	NY	235 East 5th Street in East Village		3	1	1100			9-Apr-15		0	Manhattan Dwelling Corp	Manhattan Dwelling			
http://streeteasy.com/rental/1506378	Rental Unit	6295	Current	Tribeca	Manhattan	All Downtown	34 Desbrosses Street	#218	Manhattan	10013	NY	Truffles Tribeca at 34 Desbrosses Street in Tribeca		2	2				9-Apr-15		0	The Jack Parker Corporation	Truffles Leasing Office			
http://streeteasy.com/rental/1506374	Building	2150	Current	Kips Bay	Manhattan	All Midtown	224 east 27th	#4F	Manhattan	10016	NY	224 East 27th Street in Kips Bay		1	1				9-Apr-15		0	Chartwell Manhattan Realty	Tosh Marks			
http://streeteasy.com/rental/1506373	Rental Unit	4795	Current	Tribeca	Manhattan	All Downtown	34 Desbrosses Street	#701	Manhattan	10013	NY	Truffles Tribeca at 34 Desbrosses Street in Tribeca		1	1				9-Apr-15		0	The Jack Parker Corporation	Truffles Leasing Office			
http://streeteasy.com/rental/1506372	Co-op	3200	Current	Gramercy Park	Manhattan	All Downtown	38 GRAMERCY PARK NORTH	#4C	Manhattan	10010	NY	38 Gramercy Park in Gramercy Park		1	1	3			9-Apr-15		0	Brown Harris Stevens	Bill Roche and Jonathan R Leibensperger			
http://streeteasy.com/rental/1506371	Rental Unit	5195	Current	Greenwich Village	Manhattan	All Downtown	10 East 13th Street	#3B	Manhattan	10003	NY	True North Gold Coast at 10 East 13th Street in Greenwich Village		1	1	3			9-Apr-15		0	Mirador Real Estate	Karla Saladino			
http://streeteasy.com/rental/1506366	Rental Unit	3815	Current	Kips Bay	Manhattan	All Midtown	155 East 29th Street	#24E	Manhattan	10016	NY	Biltmore Plaza at 155 East 29th Street in Kips Bay	571	1	1				9-Apr-15		0	Ogden CAP Properties	One Lincoln Plaza Leasing			
http://streeteasy.com/rental/1506361	Rental Unit	3695	Current	Murray Hill	Manhattan	All Midtown	300 E. 39th St.	#20F	Manhattan	10016	NY	300 East 39th at 300 East 39th Street in Murray Hill	623	1	1				9-Apr-15		0	Equity Residential	300 East 39th			
http://streeteasy.com/rental/1506359	Rental Unit	3695	Current	Murray Hill	Manhattan	All Midtown	300 E. 39th St.	#20F	Manhattan	10016	NY	300 East 39th at 300 East 39th Street in Murray Hill	623	1	1				9-Apr-15		0	Equity Residential	300 East 39th			
http://streeteasy.com/rental/1506357	Rental Unit	3695	Current	Murray Hill	Manhattan	All Midtown	300 E. 39th St.	#20F	Manhattan	10016	NY	300 East 39th at 300 East 39th Street in Murray Hill	623	1	1				9-Apr-15		0	Equity Residential	300 East 39th			
http://streeteasy.com/rental/1506348	Rental Unit	4408	Current	Chelsea	Manhattan	All Downtown	101 West 15th St	#629	Manhattan	10011	NY	101 West 15th Street in Chelsea		1	1	3			9-Apr-15		0	Stonehenge Management	"101W15, Sheena Niehenke and Victoria Michitsch"			
http://streeteasy.com/rental/1506347	Rental Unit	2350	Current	Midtown West	Manhattan	All Midtown	400 west 53rd street	#2	Manhattan	10019	NY	795 Ninth Avenue in Midtown West		0	1				9-Apr-15		0	Aimee Apartments	Aimee Grodanz			
http://streeteasy.com/rental/1506346	Rental Unit	4295	Current	Midtown West	Manhattan	All Midtown	315 West 33rd St	#31C	Manhattan	10001	NY	The Olivia at 315 West 33rd Street in Midtown West		1	1	3			9-Apr-15		0	Stonehenge Management	Geraldine Sison and Nicole Blythe			
http://streeteasy.com/rental/1506345	Rental Unit	3950	Current	Midtown West	Manhattan	All Midtown	315 West 33rd St	#9L	Manhattan	10001	NY	The Olivia at 315 West 33rd Street in Midtown West		1	1	3			9-Apr-15		0	Stonehenge Management	Geraldine Sison and Nicole Blythe			
http://streeteasy.com/rental/1506344	Rental Unit	3775	Current	Midtown West	Manhattan	All Midtown	315 West 33rd St	#31F	Manhattan	10001	NY	The Olivia at 315 West 33rd Street in Midtown West		1	1	3			9-Apr-15		0	Stonehenge Management	Geraldine Sison and Nicole Blythe			
http://streeteasy.com/rental/1506341	Co-op	5375	Current	West Village	Manhattan	All Downtown	720 Greenwich Street	#8F	Manhattan	10014	NY	720 Greenwich Street in West Village		1	1	3			9-Apr-15		0	Halstead Property	Margaret Lacey			
http://streeteasy.com/rental/1506338	Rental Unit	2200	Current	Midtown West	Manhattan	All Midtown	814 tenth ave	#2B	Manhattan	10019	NY	814 Tenth Avenue in Midtown West		0	1				9-Apr-15		0	Guidance Realty Corp.	Tom Abdelrehim			
http://streeteasy.com/rental/1506337	Rental Unit	4495	Current	Tribeca	Manhattan	All Downtown	34 Desbrosses Street	#207	Manhattan	10013	NY	Truffles Tribeca at 34 Desbrosses Street in Tribeca		1	1				9-Apr-15		0	The Jack Parker Corporation	Truffles Leasing Office			
http://streeteasy.com/rental/1506331	Rental Unit	7500	Current	East Village	Manhattan	All Downtown	523 East 13th street 	#8	Manhattan	10009	NY	527 East 13th Street in East Village		3	1				9-Apr-15		0	East Village Rentals and Sales	Frida and Raymond			
http://streeteasy.com/rental/1506321	Rental Unit	6500	Current	Chelsea	Manhattan	All Downtown	338 W 19TH ST.	#5A	Manhattan	10011	NY	338 West 19th Street in Chelsea		4	2	0			9-Apr-15		0	Point NYC	Saul Cohen			
http://streeteasy.com/rental/1506319	Rental Unit	4850	Current	Midtown	Manhattan	All Midtown	"260 West 52nd Street,"	#18A	Manhattan	10019	NY	The Ellington at 260 West 52nd Street in Midtown		2	2	4			9-Apr-15		0	"Rose Associates, Inc."	Karen Chmielnicki			
http://streeteasy.com/rental/1506318	Rental Unit	4395	Current	Tribeca	Manhattan	All Downtown	34 Desbrosses Street	#1006	Manhattan	10013	NY	Truffles Tribeca at 34 Desbrosses Street in Tribeca		1	1				9-Apr-15		0	The Jack Parker Corporation	Truffles Leasing Office			
http://streeteasy.com/rental/1506317	Rental Unit	6800	Current	Kips Bay	Manhattan	All Midtown	20 Waterside Plaza	#200580	Manhattan	10010	NY	20 Waterside Plaza in Kips Bay	1158	3	2				9-Apr-15		0	Waterside Plaza	Wsp Leasing Agent			
http://streeteasy.com/rental/1506310	Rental Unit	3595	Current	Lower East Side	Manhattan	All Downtown	143 Ludlow Street	#2C	Manhattan	10002	NY	143 Ludlow Street in Lower East Side		2	1	3			9-Apr-15		0	Real New York	Kierstin Kolle			
http://streeteasy.com/rental/1506305	Rental Unit	2250	Current	East Village	Manhattan	All Downtown	76 Saint Marks place	#A	Manhattan	10003	NY	76 Saint Marks Place in East Village		0	1	0			9-Apr-15		0	Manhattan Connection	Binh Ben Nguyen			
